party	netloc	count	count_p	count_netloc	ratio	sum_netloc	ideology
CDU	lvz	11	8157	1023.0	0.0013485350006129705	0.008583807085472302	0.15710220269224176
CDU	mainpost	1	8157	15.0	0.0001225940909648155	0.004781413750016526	0.025639716070250514
CDU	maz-online	65	8157	6695.0	0.007968615912713008	0.01187739679922808	0.6709059272340631
CDU	mdr	47	8157	10904.0	0.005761922275346328	0.0210960253268963	0.27312833512766915
CDU	meedia	3	8157	141.0	0.0003677822728944465	0.0038457625448010324	0.09563312050860759
CDU	merkur	2	8157	250.0	0.000245188181929631	0.010082416241945015	0.024318395119375807
CDU	mimikama	8	8157	128.0	0.000980752727718524	0.0016332855831157828	0.6004784085876541
CDU	mittelbayerische	1	8157	13.0	0.0001225940909648155	0.0017198702630042933	0.07128101090059341
CDU	mopo	6	8157	348.0	0.000735564545788893	0.004889776439501778	0.1504290748032317
CDU	morgenpost	17	8157	3859.0	0.0020840995464018633	0.020015776894545	0.10412284056632613
CDU	morgenweb	15	8157	420.0	0.0018389113644722325	0.0027786090049636628	0.6618100499880446
CDU	moz	11	8157	308.0	0.0013485350006129705	0.0028796762663424393	0.4682939594198844
CDU	musik-o-mat	7	8157	154.0	0.0008581586367537085	0.002334229131976245	0.36764113042628316
CDU	mz-web	3	8157	246.0	0.0003677822728944465	0.006396354682004404	0.057498730320438673
CDU	n-tv	33	8157	9042.0	0.004045605001838912	0.02549056478992017	0.15870990051341194
CDU	ndr	36	8157	10584.0	0.004413387274733358	0.025674195306185275	0.1718997313099862
CDU	noz	9	8157	1107.0	0.0011033468186833395	0.00960472562909735	0.11487541250952234
CDU	nr-kurier	19	8157	475.0	0.0023292877283314943	0.0027363433592677224	0.85124102589042
CDU	nrz	1	8157	16.0	0.0001225940909648155	0.0014147298959985694	0.08665547488008939
CDU	nzz	9	8157	2106.0	0.0011033468186833395	0.019586315231780928	0.05633253655047067
CDU	one	1	8157	24.0	0.0001225940909648155	0.0022100603623498604	0.055470924257682526
CDU	osthessen-news	1	8157	20.0	0.0001225940909648155	0.0014385617014465565	0.08521990460439764
CDU	otz	4	8157	116.0	0.000490376363859262	0.002482548996157763	0.19752937993095673
CDU	petertauber	14	8157	196.0	0.001716317273507417	0.001716317273507417	1.0
CDU	phoenix	3	8157	99.0	0.0003677822728944465	0.004328673167238064	0.0849642046616128
CDU	pnn	2	8157	34.0	0.000245188181929631	0.001776303084685744	0.13803285263843848
CDU	pnp	1	8157	36.0	0.0001225940909648155	0.007093307869371776	0.01728306358929732
CDU	politico	2	8157	32.0	0.000245188181929631	0.00224368718351023	0.10927912934192374
CDU	presseportal	7	8157	658.0	0.0008581586367537085	0.007581807983331407	0.11318654318869178
CDU	pscp	19	8157	4959.0	0.0023292877283314943	0.04572628736228512	0.05093979552454728
CDU	rbb-online	5	8157	280.0	0.0006129704548240775	0.004937142545072185	0.12415490321135045
CDU	rbb24	5	8157	670.0	0.0006129704548240775	0.012136085579397689	0.050508086055742786
CDU	reuters	5	8157	375.0	0.0006129704548240775	0.005897528663756263	0.10393683350640359
CDU	rhein-zeitung	5	8157	115.0	0.0006129704548240775	0.0020983342890993637	0.29212240299765274
CDU	rnz	2	8157	72.0	0.000245188181929631	0.0027945039471379447	0.08773942945428512
CDU	rp-online	66	8157	31746.0	0.008091210003677823	0.041827387263081287	0.19344287399035046
CDU	rundschau-online	6	8157	120.0	0.000735564545788893	0.0021107868390503144	0.3484788384031418
CDU	sachsen-fernsehen	4	8157	44.0	0.000490376363859262	0.0010615877948581573	0.46192728122386056
CDU	salonkolumnisten	1	8157	12.0	0.0001225940909648155	0.0012585836060236856	0.09740639428169094
CDU	sat1	1	8157	12.0	0.0001225940909648155	0.001738337630430317	0.07052375143859017
CDU	schwaebische	12	8157	816.0	0.001471129091577786	0.006165572390599469	0.23860381459810423
CDU	schwarzwaelder-bote	4	8157	104.0	0.000490376363859262	0.0023453758666524584	0.20908220760332688
CDU	sebastian-steineke	31	8157	961.0	0.0038004168199092803	0.0038004168199092803	1.0
CDU	siebert-bernd	13	8157	169.0	0.0015937231825426015	0.0015937231825426015	1.0
CDU	soundcloud	15	8157	675.0	0.0018389113644722325	0.004545333847573784	0.404571242980053
CDU	sozialismus	2	8157	36.0	0.000245188181929631	0.0018214109612171192	0.1346144209903015
CDU	spd	1	8157	699.0	0.0001225940909648155	0.05755495214529482	0.0021300354946926616
CDU	spdfraktion	4	8157	560.0	0.000490376363859262	0.011633997834644028	0.04215028839003272
CDU	spiegel	145	8157	243890.0	0.017776143189898248	0.15153095263100397	0.11731031107014345
CDU	spotify	4	8157	68.0	0.000490376363859262	0.0015500854916339942	0.31635439884179595
CDU	sputnik	12	8157	216.0	0.001471129091577786	0.0020106311521953966	0.731675270211281
CDU	sr	6	8157	174.0	0.000735564545788893	0.003411106745731976	0.21563809068984474
CDU	stern	11	8157	1826.0	0.0013485350006129705	0.013936997395188357	0.09675936375496073
